create at,tweet,categorize,sentiment,retweet,favorite
2019-06-06 18:51:27,If drivers are switching from combustion engine cars to electric vehicles why are the manufacturers not making the… https://t.co/DduJeJ4FDc,politic,neutral,0,0
2019-06-06 18:48:02,"RT @Vote3D: Video: Off Grid 3D Printed Homes

https://t.co/MQLddQDNte

#3d #3dp #3dprint #3dprints #3dprinter #3dprinters #3dprinted #3dpri…",business,neutral,2,0
2019-06-06 18:42:06,Sudan opposition rejects talks as toll mounts https://t.co/r6eyi8xboH #News #bbcnews @BBCWorld,business,neutral,0,0
2019-06-06 18:42:03,Shouldn't they be complaining about the cruel behaviour of the farmers whose outragious behaviour has now been expo… https://t.co/K3YzMRJC1V,education,negative,2,0
2019-06-06 18:41:05,"#News 'Cocaine call centres' set up across Europe, drugs agency says #BreakingNews #bbcnews https://t.co/30asCnSZoi https://t.co/ItE5XbhY8y",business,neutral,0,0
2019-06-06 18:41:00,Former #SNP MP Jailed for 18 Months for Embezzlement https://t.co/Dfds3TNmqG always in court #bbcgms #BBCNews… https://t.co/rvDbzVqN7o,politic,neutral,1,0
2019-06-06 18:39:16,"RT @T77Jim: #BBCNews 
Why arent you reporting this A campaign headed by a Michael Mansfield QC,  ""Back to the 60's movement"" is taking the…",politic,neutral,145,0
2019-06-06 18:38:11,"Video: Off Grid 3D Printed Homes

https://t.co/MQLddQDNte

#3d #3dp #3dprint #3dprints #3dprinter #3dprinters… https://t.co/396UFRhdeX",business,neutral,2,1
2019-06-06 18:35:01,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 18:34:24,"RT @ArenaUHD: Humbled to be a part of #DDAY75 many thanks to everyone:
Arena Television (Portsmouth, Bayeux and Boudicca)
Arena Aviation (F…",business,positive,3,0
2019-06-06 18:34:20,"RT @BBCPropaganda: ""Britain's biggest export market"" America
""Britain's biggest security partner"" America
Why do they keep telling us that…",business,neutral,8,0
2019-06-06 18:34:18,"#bbcnews
#itvnews
#c4news
#bbcbias
#Tories
#toriesout

So Foreign office summons Sudanese ambassador to account for… https://t.co/WxOkG9GHmf",politic,negative,0,1
2019-06-06 18:34:11,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 18:34:08,France 2019 Women's World Cup: Janine van Wyk go lead South Africa compete for di first time -… https://t.co/bq5Fzv90sV,tech,positive,0,0
2019-06-06 18:33:04,RT @EliasMichalas: Military veterans call for second Brexit vote on D-Day anniversary https://t.co/8swWvpXGfj #lbc #fbpe #conservatives #la…,politic,negative,22,0
2019-06-06 18:31:52,"Humbled to be a part of #DDAY75 many thanks to everyone:
Arena Television (Portsmouth, Bayeux and Boudicca)
Arena A… https://t.co/Q0pAtfRplH",business,positive,3,21
2019-06-06 18:31:28,"Like the #Dyson Electric Vehicle
#Singapore now part of #UK?
#c4news #skynews #bbcnews #itvnews https://t.co/pHvidcDrQC",politic,neutral,0,0
2019-06-06 18:30:58,"RT @Advocat27001829: #bbcnews #Brexit #BrexitShambles
If women want gender parity then why are women protesting against rise in pension age…",politic,neutral,8,0
2019-06-06 18:28:58,Just had a Quorn meat-free chicken sandwich with toms. Unlike at @Tesco no chickens were harmed in the making of th… https://t.co/CPBWi3TbbG,politic,negative,1,1
2019-06-06 18:28:11,"@LaoTzu5 Sure, you know the #M5?
#c4news #skynews #itvnews #bbcnews https://t.co/rYd87Gbyzj",politic,positive,0,1
2019-06-06 18:25:35,"And of course we can't change our minds because the world has not changed in the last three years!
But hey, say the… https://t.co/EhrziBC103",politic,neutral,0,2
2019-06-06 18:25:11,"RT @fusr2018: Not related to brexit ? check the facts look at the bloody dates..
#jeremycorbyn #bbcwato #labourparty #labour #bbcnews #guar…",politic,negative,1,0
2019-06-06 18:24:40,"Not related to brexit ? check the facts look at the bloody dates..
#jeremycorbyn #bbcwato #labourparty #labour… https://t.co/XUWuBbOCyO",politic,negative,1,3
2019-06-06 18:11:52,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/apc57otpFj,politic,neutral,1,1
2019-06-06 18:11:32,"RT @RCorbettMEP: The #TrumpVisit has made clear the stark choice we face:

- partnership with our European neighbours 

OR

- subordination…",politic,negative,424,0
2019-06-06 18:10:11,RT @NeilHazeltine: My hat off to a very special man Harry Billinge D Day veteran and a fellow sapper. #BBCBreakfast  #Followthesapper  #bbc…,politic,positive,9,0
2019-06-06 18:08:30,"RT @WWA_Awareness: Another year and another slaughter 

Dogs heading to the Yulin dog meat festival that begins on June 21 in Yulin, China…",politic,neutral,63,0
2019-06-06 18:06:58,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 18:06:43,RT @No2AnimalAbuse6: #StopLiveTransport rally Friday 14th June. #bbcnews #skynews #lbc https://t.co/aDEfxNtBqh,business,neutral,1,0
2019-06-06 18:04:04,So Londoners use more water per person than the rest of the country! It’s hardly surprising when you consider most… https://t.co/ZKAdoZQ4KK,politic,positive,0,0
2019-06-06 18:01:45,"RT @PhilipCJames: 101 REASONS TO VOTE AT #peterboroughbyelection TODAY: No. 159

If the Bregzit Party gets a MP, you'll NEVER be able to wa…",politic,positive,2,0
2019-06-06 17:56:19,"@BBCNews #BreakingNews🗞️ 😠One hundred billion people students the world wide, but zero kitty students, don't yous g… https://t.co/kk99uDX5jn",education,negative,0,2
2019-06-06 17:49:34,"#bbcnews
#skynews
#c4news
#politicslive
#Brexit
#r4today

Should ring a bell with some people.

https://t.co/lJfV1nT0gh",politic,neutral,0,0
2019-06-06 17:49:12,RT @NeilHazeltine: My hat off to a very special man Harry Billinge D Day veteran and a fellow sapper. #BBCBreakfast  #Followthesapper  #bbc…,politic,positive,9,0
2019-06-06 17:49:03,2.4 million Brits in poverty despite having jobs https://t.co/xXxFriaXuZ #lbc #fbpe #conservatives #labour #libdems… https://t.co/FAcGLT9UIM,politic,neutral,3,0
2019-06-06 17:47:59,RT @EliasMichalas: Military veterans call for second Brexit vote on D-Day anniversary https://t.co/8swWvpXGfj #lbc #fbpe #conservatives #la…,politic,negative,22,0
2019-06-06 17:47:47,"RT @madesh2196: We made the world understand we are the people with different perspective!! #TamilNadu
Even if it's nothing we can able to…",education,positive,1,0
2019-06-06 17:47:44,Rory Stewart warns Dominic Raab proroguing Parliament for a no-deal Brexit would be ‘unconstitutional and undemocra… https://t.co/m0lW26pKB1,politic,neutral,0,0
2019-06-06 17:47:01,#StopLiveTransport rally Friday 14th June. #bbcnews #skynews #lbc https://t.co/aDEfxNtBqh,business,neutral,1,2
2019-06-06 17:45:54,Farage claims European parliament investigation is ‘politically motivated’ as deadline for hearing is extended… https://t.co/KqhXJ8YSVq,politic,neutral,0,0
2019-06-06 17:43:48,No 10 rules out starting Commons summer recess before new PM takes office - live news https://t.co/9vS3XKeRXk #lbc… https://t.co/r0YlsZKUCe,politic,positive,0,0
2019-06-06 17:41:48,"RT @PhilipCJames: 101 REASONS TO VOTE AT #peterboroughbyelection TODAY: No. 159

If the Bregzit Party gets a MP, you'll NEVER be able to wa…",politic,positive,2,0
2019-06-06 17:40:13,"RT @soniast94597425: I don’t often praise the BBC, but their coverage of the DD celebrations today has been excellent. I have had a lump in…",politic,positive,1,0
2019-06-06 17:39:33,This should be arriving in a cinema near you soon.  https://t.co/0KsVoiyCK1 #bbcnews #skynews #lbc,education,positive,0,1
2019-06-06 17:38:58,Trump says he knows ‘most of the millions of Irish’ people living in America https://t.co/msQCKcHyYM #lbc #fbpe… https://t.co/tvv1Rg1A5I,politic,positive,0,0
2019-06-06 17:36:22,RT @NeilHazeltine: My hat off to a very special man Harry Billinge D Day veteran and a fellow sapper. #BBCBreakfast  #Followthesapper  #bbc…,politic,positive,9,0
2019-06-06 17:30:29,"We are sorry to hear the news regarding the closure of @Ford in #Bridgend If we can help in any way, please contact… https://t.co/YDWAIJ4u8P",politic,negative,0,0
2019-06-06 17:29:15,"My scoop on how #thetimes, the #Guardian, the #telegraph, and #bbcnews all handled a #fakenews story about Brexit.… https://t.co/Rihf2bfVO9",business,neutral,0,0
2019-06-06 17:26:47,China's Xi hails 'best friend' Putin in Russia https://t.co/MsSVkkzO2t #News #bbcnews @BBCWorld,politic,positive,1,1
2019-06-06 17:23:49,RT @BriefcaseMike: Not for the first time one is impressed by the huge array of medals that Prince Charles is wearing. He must have fought…,politic,positive,46,0
2019-06-06 17:22:50,"""... Theresa May’s intention to order the removal vans for No 10 only when “she says to the Queen that she is stepp… https://t.co/RR0yrJgZLF",business,neutral,0,0
2019-06-06 17:21:41,"More TIG Trouble for ChUK https://t.co/rb9nU7gUo3 What a balls up #ChangeUK total incompetence, next step Limp Dems… https://t.co/XaMMhwe4KI",politic,positive,0,0
2019-06-06 17:20:26,Jack avoiding #Brexit as a complex topic...like a wee shite. #BBCNews,politic,negative,0,0
2019-06-06 17:18:55,Have the #bbcnews just inferred that #Brexit threatens to undo the freedoms and peace gained from #DDay?  Certainly sounded like it!,politic,positive,0,0
2019-06-06 17:18:25,#bbcnews clearly has no love for the #SovietUnion  and the amazing sacrifice they made defeating the nazis during W… https://t.co/jfYO6JoBAT,education,positive,0,0
2019-06-06 17:17:42,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/PYCjcslwpn,politic,neutral,0,0
2019-06-06 17:14:35,Question in the reporting of the #DDay day #bbcnews are the enemy Nazis or Germans?  Is the term the same or interc… https://t.co/8BhKJtZkcW,politic,neutral,0,0
2019-06-06 17:04:23,So true #bbcnews https://t.co/EWM9JBZWkt,politic,positive,0,1
2019-06-06 17:03:23,Thank you. #DD75 #bbcnews,politic,neutral,0,2
2019-06-06 17:01:01,Examining the Latest False Alarm on Climate https://t.co/7sCECJQOCv #AGW #climatechange #Climate #Bbcnews,politic,positive,0,0
2019-06-06 17:00:53,"@thatginamiller ""Here is a man whose values and principles appear at odds with those of his fellow countrymen and w… https://t.co/R6EYUco8vo",politic,neutral,0,0
2019-06-06 16:55:24,"RT @Vacheron1755: Watch Christian Selmoni answering @bbcbaxter  and @sallybundock1  questions about Les Collectionneurs and more, on @BBCNe…",business,positive,11,0
2019-06-06 16:48:50,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 16:48:24,RT @Jethro_Aryeh: @realDonaldTrump Lost Footage: Trump 2019 #London #UK #BuckinghamPalace @BBCWorld #bbcnews #maga #foxnews #msnbc https://…,politic,neutral,1,0
2019-06-06 16:45:31,RT @Carbongate: The Arctic is full of ice and greens are full of shit. #BBCnews https://t.co/hpCgfg2gd2,politic,positive,9,0
2019-06-06 16:43:13,Where is #HumanRightsViolations #bbcnews and #VOA https://t.co/iqAlq0wIad,business,neutral,0,1
2019-06-06 16:42:10,All these stories of D Day are heartbreaking. I find myself choking up every 5 mins. #DDay75thAnniversary #bbcnews,business,neutral,0,10
2019-06-06 16:38:26,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 16:35:43,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-06 16:35:29,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-06 16:34:01,RT @EliasMichalas: Military veterans call for second Brexit vote on D-Day anniversary https://t.co/8swWvpXGfj #lbc #fbpe #conservatives #la…,politic,negative,22,0
2019-06-06 16:32:38,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 16:31:51,"RT @EliasMichalas: Trump is a hyena ‘ready to pounce’ on UK in event of no-deal Brexit, warns historian https://t.co/xacWKv8W6H #lbc #fbpe…",politic,positive,6,0
2019-06-06 16:30:00,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-06 16:29:48,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-06 16:29:24,Hard left hypocrite owns private company that sells services to NHS. #bbcnews #skynews #lbc https://t.co/87YJr0dNie,business,negative,0,0
2019-06-06 16:26:28,"@PercyToplis @terrychristian we should have one day remembrance, not a whole week as on the #bbcnews",politic,negative,0,0
2019-06-06 16:26:05,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/5DcexmADuX,politic,neutral,0,0
2019-06-06 16:25:48,"#DDay: ""Don't Call Me a Hero"";
I am struck by the numbers of veterans who say ""Don't Call Me A Hero""; those that di… https://t.co/jUD3E9gUdm",politic,neutral,0,0
2019-06-06 16:25:03,Former #SNP MP Jailed for 18 Months for Embezzlement https://t.co/Dfds3U4XPg always in court #bbcgms #BBCNews… https://t.co/Y4BZhPF36h,politic,neutral,0,0
2019-06-06 16:25:02,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/k2tDBEw7Uc,politic,neutral,0,0
2019-06-06 16:24:49,"The fact that most Millenians care most about #LoveIsland  than the D-Day landings says everything. W@@@@rs! ""It wa… https://t.co/uwLCjCdxYH",business,positive,0,0
2019-06-06 16:23:53,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 16:22:32,#DDay75thAnniversary #DDay75 German TV #zdf and #ard do not transmit any live program from Normandy. I am shocked a… https://t.co/KKd8mDV5Od,politic,negative,0,2
2019-06-06 16:14:33,"When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arre… https://t.co/4747UZKZu8",politic,negative,23,67
2019-06-06 16:13:30,RT @NeilHazeltine: My hat off to a very special man Harry Billinge D Day veteran and a fellow sapper. #BBCBreakfast  #Followthesapper  #bbc…,politic,positive,9,0
2019-06-06 16:13:20,"RT @PhilipCJames: Ford talks of 'the lack of engine models going forward' as a reason for closing the #Bridgend plant, as if they are not r…",business,neutral,2,0
2019-06-06 16:13:00,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 16:09:12,"RT @liarpoliticians: DDay75: We've learnt nothing from WW2, wars rage on, esp. religious nuts killing civilians, says D-Day veteran Charles…",politic,neutral,2,0
2019-06-06 16:09:01,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/fRlGauEwpR,politic,neutral,0,0
2019-06-06 16:07:30,"RT @liarpoliticians: For fuck sake, the @BBC @BBCNews @BBCNewsChannel talking over the song ""We'll Meet Again"" being sung live to the D-Day…",politic,negative,6,0
2019-06-06 16:06:35,"Why is #BBCnews's #LauraKuenssberg amplifying #TurningPoint, a climate change denying think tank funded by the US r… https://t.co/8UzaES1KFr",politic,neutral,0,0
2019-06-06 16:04:00,"DDay75: We've learnt nothing from WW2, wars rage on, esp. religious nuts killing civilians, says D-Day veteran Char… https://t.co/MpeX4dPgNb",politic,neutral,2,6
2019-06-06 16:03:42,RT @Carbongate: Grand Solar Minimum at work - Colorado snowpack more than eight times normal in places #BBCnews #BBCbreakfast https://t.co/…,education,positive,32,0
2019-06-06 16:01:31,Shamima Begum is not a victim https://t.co/0kLRsIIFGG #ShamimaBegum #Jihad #ISIS #bbcnews #skynews #itvnews #c4news #bbcaq,politic,positive,0,0
2019-06-06 16:01:12,"@Femi_Sorry The actual figure is gross £365M a year.
FEMI you are a Globalist puppet with words coming from your ma… https://t.co/HDwKCsmpNA",education,negative,0,0
2019-06-06 15:58:45,"RT @carolJhedges: They say 'A picture paints a thousand words.'

Obama in Dublin
Trump in London

#trumpnotwelcome #BuckinghamPalace #Trump…",politic,neutral,548,0
2019-06-06 15:58:45,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:55:39,RT @Carbongate: Grand Solar Minimum at work - Colorado snowpack more than eight times normal in places #BBCnews #BBCbreakfast https://t.co/…,education,positive,32,0
2019-06-06 15:54:26,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:51:51,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:50:47,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-06 15:49:20,RT @jasonoruairc: @thepileus Evan Davis got caught on #BBCNewsnight the other night interviewing a prof from Iran. Big delay on the line al…,education,negative,2,0
2019-06-06 15:44:41,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:38:31,"https://t.co/zhzf3CZ9Te D.RAAB has finally shown his true colours about DEMOCRACY, #bbcNews @bbcnews #skynews… https://t.co/xazhpptbU5",politic,positive,0,0
2019-06-06 15:38:04,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:36:16,"RT @RCorbettMEP: The #TrumpVisit has made clear the stark choice we face:

- partnership with our European neighbours 

OR

- subordination…",politic,negative,424,0
2019-06-06 15:34:34,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-06 15:34:05,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:33:32,"LANVIN SNEAKERS PARIS 
Available in sizes 
Call or whatsapp 07069658188
 
#luxuryshopsinlagos
#luxurylifestyle… https://t.co/AYthXO8b0p",business,positive,0,0
2019-06-06 15:33:14,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:29:21,#bbcNews @bbcnews #skynews @skynews #UKlabour #Guardian @UKLabour @Conservatives #Conservatives @LBC interesting th… https://t.co/yQc6RdJ5mF,politic,positive,0,0
2019-06-06 15:27:08,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:25:54,"RT @WistfulCass: As #PoliticsLive is a #BBCNews programme, it's mandatory to invite Republican shrieker, Kate Andrews, and #ERG idiot &amp; Dom…",politic,negative,7,0
2019-06-06 15:23:38,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 15:23:02,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:22:39,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:22:10,"https://t.co/1HV42LvM7J so.. two things, either Hancock is right, or if not, shouldn't Corbyn SUE Hancock for defor… https://t.co/2EZ2LKacon",politic,positive,0,0
2019-06-06 15:20:52,Anyone who can watch a minute of #DDay75thAnniversary coverage or hear the voice of one veteran talking about their… https://t.co/6OFM7dP2Sx,politic,neutral,0,0
2019-06-06 15:16:03,"RT @timetoaddress: #RussellCooke #Solicitors were also caught out trying to send me down. And when they got caught out, @Russellcooke ended…",business,negative,34,0
2019-06-06 15:13:02,RT @EliasMichalas: Military veterans call for second Brexit vote on D-Day anniversary https://t.co/8swWvpXGfj #lbc #fbpe #conservatives #la…,politic,negative,22,0
2019-06-06 15:11:22,"kuoltitoariik: The newsroom in central London where everything you need to know is delivered to you via TV, radio a… https://t.co/V0pT2Iug9f",politic,neutral,0,0
2019-06-06 15:11:16,"Our families, neighbors, and friends are getting killed by the rapid support force in #Sudan.We didn’t hear anythin… https://t.co/MV8iVI6oyp",politic,negative,0,1
2019-06-06 15:10:04,Totally in the Tories’ pocket. #BBCNews #BBCdisgrace  https://t.co/qVdSarSaVD,politic,neutral,0,0
2019-06-06 15:09:51,"RT @WistfulCass: As #PoliticsLive is a #BBCNews programme, it's mandatory to invite Republican shrieker, Kate Andrews, and #ERG idiot &amp; Dom…",politic,negative,7,0
2019-06-06 15:09:04,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 15:08:14,RT @Carbongate: The Arctic is full of ice and greens are full of shit. #BBCnews https://t.co/hpCgfg2gd2,politic,positive,9,0
2019-06-06 15:07:47,RT @Carbongate: Grand Solar Minimum at work - Colorado snowpack more than eight times normal in places #BBCnews #BBCbreakfast https://t.co/…,education,positive,32,0
2019-06-06 15:05:44,#Brexit #BrexitBetrayal #bbcnews #bbcnewsnight #BBCQT #bbctw #BBCbias #itvnews #EUelections2019    #NoDealBrexit… https://t.co/mZg03Y7ChC,politic,neutral,0,0
2019-06-06 15:05:31,"RT @WistfulCass: As #PoliticsLive is a #BBCNews programme, it's mandatory to invite Republican shrieker, Kate Andrews, and #ERG idiot &amp; Dom…",politic,negative,7,0
2019-06-06 15:01:19,RT @EliasMichalas: Shutting down parliament to force a no-deal Brexit is 'simply not going to happen' says Bercow https://t.co/FNp4iFJEIJ #…,politic,negative,4,0
2019-06-06 15:00:50,RT @Carbongate: Grand Solar Minimum at work - Colorado snowpack more than eight times normal in places #BBCnews #BBCbreakfast https://t.co/…,education,positive,32,0
2019-06-06 14:56:16,"RT @liarpoliticians: For fuck sake, the @BBC @BBCNews @BBCNewsChannel talking over the song ""We'll Meet Again"" being sung live to the D-Day…",politic,negative,6,0
2019-06-06 14:56:07,"RT @liarpoliticians: For fuck sake, the @BBC @BBCNews @BBCNewsChannel talking over the song ""We'll Meet Again"" being sung live to the D-Day…",politic,negative,6,0
2019-06-06 14:54:50,"For fuck sake, the @BBC @BBCNews @BBCNewsChannel talking over the song ""We'll Meet Again"" being sung live to the D-… https://t.co/OxAKM7VUFw",politic,negative,6,16
2019-06-06 14:53:29,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 14:53:15,"RT @bbc_thismorning: #Moralofthestory Pt. 3 is beware of #Directline, as when they get caught out every step of the way, they will not prov…",business,neutral,30,0
2019-06-06 14:51:47,#bbcnews MUSIC: The Dambusters March,politic,neutral,0,0
2019-06-06 14:51:16,"RT @bbc_thismorning: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,33,0
2019-06-06 14:50:11,"RT @carolJhedges: They say 'A picture paints a thousand words.'

Obama in Dublin
Trump in London

#trumpnotwelcome #BuckinghamPalace #Trump…",politic,neutral,548,0
2019-06-06 14:49:14,#EU #FT #WSJ #CNBC #BBCNews #Euronews #Eurostat GDP and inflation outlook for the euro area (#ECB staff macroeconom… https://t.co/K4bkOyX2Sq,politic,neutral,0,1
2019-06-06 14:49:10,Fifa Women's World Cup 2019: Tins you suppose know about di competition - https://t.co/yJu8dpxeKi From players to v… https://t.co/eDbVnFxuxG,business,neutral,0,0
2019-06-06 14:48:23,"@AMCarwyn #bbcnews  report the Labour Welsh Government will, according to #Ford #Bridgend , fully repay £11m in inc… https://t.co/f8Eu8GBaef",politic,neutral,0,0
2019-06-06 14:46:10,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 14:44:20,"I half-understand Labour 'respecting the referendum'. But the 'Leave' campaign was a clear con - false claims, dodg… https://t.co/pj2wjMhlEP",politic,negative,0,1
2019-06-06 14:43:30,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 14:43:00,"Are we over #analysing ❓

#BBCNews: trump-uk-visit-what-did-camillas-wink-mean ❓
https://t.co/j0CxSvTftV",politic,negative,0,0
2019-06-06 14:35:49,"RT @bbc_thismorning: #Moralofthestory Pt. 3 is beware of #Directline, as when they get caught out every step of the way, they will not prov…",business,neutral,30,0
2019-06-06 14:34:18,"RT @bbc_thismorning: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,33,0
2019-06-06 14:31:33,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 14:29:06,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 14:22:54,RT @realnews1234: Our house was also targeted. #HalifaxBank went completely lawless refusing to accept payments for our mortgage in their a…,education,positive,43,0
2019-06-06 14:22:07,RT @realnews1234: The frame ups continued. Third frame up was #EE &amp; #UKMail where I had no chance of proving my innocence on the face of it…,education,neutral,41,0
2019-06-06 14:20:38,"RT @realnews1234: Even basic rights to seek employment are turned into a provocation #harassment operation. #Adecco

To read click ➡️https:…",business,neutral,43,0
2019-06-06 14:19:06,"RT @realnews1234: Simple collections for #medicine are turned into a provocation #harassment operation. #Asda

To read click https://t.co/U…",business,neutral,40,0
2019-06-06 14:18:46,"RT @realnews1234: Even simple returns of items are turned into a provocation #harassment operation. #JohnLewis

To read click https://t.co/…",business,neutral,41,0
2019-06-06 14:18:42,"Shouting ‘allah akbar’ 
‘Mans motives are unclear all we know is that he’s around 30 years old,tanned and possibly… https://t.co/k3tjRe5hzA",education,positive,0,1
2019-06-06 14:17:48,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-06 14:17:36,"TRADE WAR EXPANDS GOVERNMENT ROLE IN AGRICULTURE, DESPITE DECADES OF FREE-MARKET REFORMS
#bbcnews #agriculturenews… https://t.co/zXyQuliRRn",politic,positive,0,0
2019-06-06 14:17:01,RT @Clubroot6: @Nigel_Farage your an idiot who does not respect the sacrifice that went into making Europe a peaceful place to live for fut…,education,negative,1,0
2019-06-06 14:10:34,"""And this is the mayor of Arromanches welcoming the veterans"".... I wouldn't know, because you're talking all over… https://t.co/4yKdMDsqeB",politic,neutral,0,1
2019-06-06 14:09:11,"RT @carolJhedges: They say 'A picture paints a thousand words.'

Obama in Dublin
Trump in London

#trumpnotwelcome #BuckinghamPalace #Trump…",politic,neutral,548,0
2019-06-06 14:07:34,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 14:04:18,"RT @carolJhedges: They say 'A picture paints a thousand words.'

Obama in Dublin
Trump in London

#trumpnotwelcome #BuckinghamPalace #Trump…",politic,neutral,548,0
2019-06-06 14:03:05,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
